pos	motif	type	treated_fixed_count	treated_depth	control_fixed_count	control_depth
NR_003286.4_RNA18SN5_59	NNUNN	Psi	3073	3077	4643	4643
NR_003286.4_RNA18SN5_591	NNUNN	Psi	2046	2053	3164	3164
NR_003286.4_RNA18SN5_595	NNUNN	Psi	2450	2452	4189	4189
NR_003286.4_RNA18SN5_596	NNUNN	Psi	2397	2413	4135	4135
NR_003286.4_RNA18SN5_607	NNUNN	Psi	2536	2544	3905	3908
NR_003286.4_RNA18SN5_609	NNUNN	Psi	1259	2445	3847	3847
NR_003286.4_RNA18SN5_612	NNUNN	Psi	2651	2663	3840	3843
NR_003286.4_RNA18SN5_627	NNUNN	Psi	2440	2444	3581	3581
NR_003286.4_RNA18SN5_63	NNUNN	Psi	2925	2948	4306	4309
NR_003286.4_RNA18SN5_630	NNUNN	Psi	1931	2550	3643	3643
NR_003286.4_RNA18SN5_631	NNUNN	Psi	2545	2587	3675	3676
NR_003286.4_RNA18SN5_637	NNUNN	Psi	2376	2404	3751	3755
NR_003286.4_RNA18SN5_642	NNUNN	Psi	2237	2243	3983	3984
NR_003286.4_RNA18SN5_647	NNUNN	Psi	2040	2040	4056	4056
NR_003286.4_RNA18SN5_649	NNUNN	Psi	613	1865	4144	4145
NR_003286.4_RNA18SN5_651	NNUNN	Psi	293	1810	4507	4509
NR_003286.4_RNA18SN5_652	NNUNN	Psi	1891	1891	4555	4555
NR_003286.4_RNA18SN5_657	NNUNN	Psi	1916	1927	4710	4711
NR_003286.4_RNA18SN5_658	NNUNN	Psi	1846	1848	4626	4626
NR_003286.4_RNA18SN5_661	NNUNN	Psi	1898	1923	4528	4529
NR_003286.4_RNA18SN5_666	NNUNN	Psi	1713	1718	4311	4313
NR_003286.4_RNA18SN5_667	NNUNN	Psi	1665	1668	4282	4282
NR_003286.4_RNA18SN5_675	NNUNN	Psi	1549	1563	3603	3605
NR_003286.4_RNA18SN5_678	NNUNN	Psi	1446	1450	3403	3404
NR_003286.4_RNA18SN5_681	NNUNN	Psi	520	1308	3307	3310
NR_003286.4_RNA18SN5_682	NNUNN	Psi	1357	1362	3284	3285
NR_003286.4_RNA18SN5_686	NNUNN	Psi	427	1570	3514	3978
NR_003286.4_RNA18SN5_688	NNUNN	Psi	9219	9251	20053	20085
NR_003286.4_RNA18SN5_689	NNUNN	Psi	13884	13889	26723	26730
NR_003286.4_RNA18SN5_706	NNUNN	Psi	79653	79968	91912	91943
NR_003286.4_RNA18SN5_732	NNUNN	Psi	117856	118726	84845	84954
NR_003286.4_RNA18SN5_742	NNUNN	Psi	67892	68258	53341	53441
NR_003286.4_RNA18SN5_743	NNUNN	Psi	58002	58326	44129	44306
NR_003286.4_RNA18SN5_747	NNUNN	Psi	30407	30624	23949	24041
NR_003286.4_RNA18SN5_749	NNUNN	Psi	19549	19860	15213	15426
NR_003286.4_RNA18SN5_76	NNUNN	Psi	1335	1335	2286	2286
NR_003286.4_RNA18SN5_760	NNUNN	Psi	5885	5948	4376	4387
NR_003286.4_RNA18SN5_764	NNUNN	Psi	4705	4751	3843	3843
NR_003286.4_RNA18SN5_767	NNUNN	Psi	4124	4160	3366	3367
NR_003286.4_RNA18SN5_769	NNUNN	Psi	3843	3853	3069	3071
NR_003286.4_RNA18SN5_770	NNUNN	Psi	3684	3693	2926	2927
NR_003286.4_RNA18SN5_774	NNUNN	Psi	3322	3362	2698	2700
NR_003286.4_RNA18SN5_778	NNUNN	Psi	2873	2880	2329	2329
NR_003286.4_RNA18SN5_780	NNUNN	Psi	2646	2701	2163	2163
NR_003286.4_RNA18SN5_799	NNUNN	Psi	1354	1354	6774	6776
NR_003286.4_RNA18SN5_8	NNUNN	Psi	687	691	1695	1695
NR_003286.4_RNA18SN5_800	NNUNN	Psi	1357	1357	6807	6810
NR_003286.4_RNA18SN5_801	NNUNN	Psi	228	1343	6808	6814
NR_003286.4_RNA18SN5_804	NNUNN	Psi	1478	1483	9621	9633
NR_003286.4_RNA18SN5_805	NNUNN	Psi	1442	1453	9678	9678
NR_003286.4_RNA18SN5_806	NNUNN	Psi	1434	1436	9707	9709
NR_003286.4_RNA18SN5_81	NNUNN	Psi	1247	1255	2525	2525
NR_003286.4_RNA18SN5_814	NNUNN	Psi	258	1216	9969	9971
NR_003286.4_RNA18SN5_815	NNUNN	Psi	248	1222	10001	10003
NR_003286.4_RNA18SN5_820	NNUNN	Psi	1358	1358	9307	9308
NR_003286.4_RNA18SN5_822	NNUNN	Psi	172	1272	7844	7846
NR_003286.4_RNA18SN5_823	NNUNN	Psi	1391	1392	7697	7698
NR_003286.4_RNA18SN5_844	NNUNN	Psi	879	882	1010	1010
NR_003286.4_RNA18SN5_848	NNUNN	Psi	859	863	1034	1035
NR_003286.4_RNA18SN5_857	NNUNN	Psi	795	796	1281	1283
NR_003286.4_RNA18SN5_863	NNUNN	Psi	499	1457	6590	6602
NR_003286.4_RNA18SN5_866	NNUNN	Psi	1041	3450	15385	15389
NR_003286.4_RNA18SN5_87	NNUNN	Psi	1476	1490	3184	3184
NR_003286.4_RNA18SN5_871	NNUNN	Psi	11596	11676	24373	24376
NR_003286.4_RNA18SN5_882	NNUNN	Psi	46719	46735	81105	81115
NR_003286.4_RNA18SN5_883	NNUNN	Psi	47000	47099	81102	81105
NR_003286.4_RNA18SN5_885	NNUNN	Psi	47769	47783	80935	80938
NR_003286.4_RNA18SN5_887	NNUNN	Psi	47610	47619	80462	80464
NR_003286.4_RNA18SN5_888	NNUNN	Psi	47584	47592	80360	80362
NR_003286.4_RNA18SN5_889	NNUNN	Psi	47585	47612	79871	79875
NR_003286.4_RNA18SN5_890	NNUNN	Psi	46998	47499	79776	79787
NR_003286.4_RNA18SN5_892	NNUNN	Psi	47285	47336	78213	78215
NR_003286.4_RNA18SN5_893	NNUNN	Psi	47077	47096	77969	77972
NR_003286.4_RNA18SN5_896	NNUNN	Psi	43819	43944	74761	74767
NR_003286.4_RNA18SN5_897	NNUNN	Psi	40410	41446	70165	70172
NR_003286.4_RNA18SN5_898	NNUNN	Psi	40724	40740	68215	68224
NR_003286.4_RNA18SN5_899	NNUNN	Psi	39490	39819	64587	64589
NR_003286.4_RNA18SN5_9	NNUNN	Psi	723	725	1727	1727
NR_003286.4_RNA18SN5_906	NNUNN	Psi	6690	6723	10452	10495
NR_003286.4_RNA18SN5_914	NNUNN	Psi	940	940	1321	1322
NR_003286.4_RNA18SN5_917	NNUNN	Psi	668	668	994	995
NR_003286.4_RNA18SN5_918	NNUNN	Psi	300	637	988	990
NR_003286.4_RNA18SN5_93	NNUNN	Psi	425	1471	3999	3999
NR_003286.4_RNA18SN5_939	NNUNN	Psi	701	707	1369	1369
NR_003286.4_RNA18SN5_940	NNUNN	Psi	728	731	1398	1398
NR_003286.4_RNA18SN5_943	NNUNN	Psi	741	745	1388	1388
NR_003286.4_RNA18SN5_945	NNUNN	Psi	753	760	1432	1432
NR_003286.4_RNA18SN5_946	NNUNN	Psi	763	768	1408	1409
NR_003286.4_RNA18SN5_954	NNUNN	Psi	814	816	1498	1498
NR_003286.4_RNA18SN5_960	NNUNN	Psi	835	835	1546	1547
NR_003286.4_RNA18SN5_965	NNUNN	Psi	831	834	1531	1531
NR_003286.4_RNA18SN5_966	NNUNN	Psi	120	798	1498	1498
NR_003286.4_RNA18SN5_968	NNUNN	Psi	918	920	1533	1533
NR_003286.4_RNA18SN5_969	NNUNN	Psi	870	872	1510	1510
NR_003286.4_RNA18SN5_97	NNUNN	Psi	1883	1888	4510	4511
NR_003287.4_RNA28SN5_1055	NNUNN	Psi	101087	101443	73908	73945
NR_003287.4_RNA28SN5_1057	NNUNN	Psi	76460	76714	53797	53819
NR_003287.4_RNA28SN5_1060	NNUNN	Psi	35349	35785	24566	24786
NR_003287.4_RNA28SN5_1063	NNUNN	Psi	22743	22864	15279	15365
NR_003287.4_RNA28SN5_1083	NNUNN	Psi	12781	12876	8209	8215
NR_003287.4_RNA28SN5_1100	NNUNN	Psi	34698	34865	30079	30093
NR_003287.4_RNA28SN5_1102	NNUNN	Psi	38615	38715	32538	32556
NR_003287.4_RNA28SN5_1111	NNUNN	Psi	59479	59639	62872	62961
NR_003287.4_RNA28SN5_1114	NNUNN	Psi	60563	60705	67916	67990
NR_003287.4_RNA28SN5_1179	NNUNN	Psi	4654	4801	2347	2348
NR_003287.4_RNA28SN5_1186	NNUNN	Psi	5296	5322	2728	2732
NR_003287.4_RNA28SN5_1201	NNUNN	Psi	7540	7547	4113	4114
NR_003287.4_RNA28SN5_1209	NNUNN	Psi	10138	10409	6847	6848
NR_003287.4_RNA28SN5_122	NNUNN	Psi	40886	41874	35196	35212
NR_003287.4_RNA28SN5_1225	NNUNN	Psi	11243	11369	8647	8649
NR_003287.4_RNA28SN5_1226	NNUNN	Psi	10755	10807	8460	8465
NR_003287.4_RNA28SN5_1228	NNUNN	Psi	11253	11316	8786	8789
NR_003287.4_RNA28SN5_1230	NNUNN	Psi	10998	11060	8484	8486
NR_003287.4_RNA28SN5_1247	NNUNN	Psi	10643	10704	8049	8056
NR_003287.4_RNA28SN5_1285	NNUNN	Psi	2043	2053	1325	1328
NR_003287.4_RNA28SN5_1297	NNUNN	Psi	1712	1722	1228	1228
NR_003287.4_RNA28SN5_13	NNUNN	Psi	722	729	1237	1239
NR_003287.4_RNA28SN5_1302	NNUNN	Psi	1914	1917	1360	1360
NR_003287.4_RNA28SN5_1317	NNUNN	Psi	1526	1526	1739	1739
NR_003287.4_RNA28SN5_1319	NNUNN	Psi	1597	1604	1801	1802
NR_003287.4_RNA28SN5_1320	NNUNN	Psi	1593	1599	1820	1825
NR_003287.4_RNA28SN5_1339	NNUNN	Psi	2005	2020	2230	2230
NR_003287.4_RNA28SN5_1341	NNUNN	Psi	2065	2067	2241	2241
NR_003287.4_RNA28SN5_1348	NNUNN	Psi	2030	2046	2137	2139
NR_003287.4_RNA28SN5_1356	NNUNN	Psi	1790	1805	1763	1763
NR_003287.4_RNA28SN5_1364	NNUNN	Psi	1673	1691	1391	1391
NR_003287.4_RNA28SN5_1381	NNUNN	Psi	1099	1102	953	954
NR_003287.4_RNA28SN5_1389	NNUNN	Psi	792	794	757	757
NR_003287.4_RNA28SN5_1395	NNUNN	Psi	1232	1239	1429	1430
NR_003287.4_RNA28SN5_1410	NNUNN	Psi	7594	7675	12859	12864
NR_003287.4_RNA28SN5_1423	NNUNN	Psi	8723	8728	13767	13770
NR_003287.4_RNA28SN5_1428	NNUNN	Psi	7891	8108	10810	10811
NR_003287.4_RNA28SN5_1438	NNUNN	Psi	5725	5752	4206	4207
NR_003287.4_RNA28SN5_1440	NNUNN	Psi	5964	5992	4279	4282
NR_003287.4_RNA28SN5_1445	NNUNN	Psi	6655	6768	4453	4453
NR_003287.4_RNA28SN5_1471	NNUNN	Psi	7635	7696	4813	4818
NR_003287.4_RNA28SN5_1473	NNUNN	Psi	7536	7585	4766	4768
NR_003287.4_RNA28SN5_1494	NNUNN	Psi	4028	4035	2847	2849
NR_003287.4_RNA28SN5_150	NNUNN	Psi	38697	38940	31164	31175
NR_003287.4_RNA28SN5_1511	NNUNN	Psi	1094	1099	1653	1653
NR_003287.4_RNA28SN5_1513	NNUNN	Psi	1186	1189	1865	1866
NR_003287.4_RNA28SN5_1514	NNUNN	Psi	1198	1204	1888	1888
NR_003287.4_RNA28SN5_152	NNUNN	Psi	36323	36417	29839	29843
NR_003287.4_RNA28SN5_1528	NNUNN	Psi	1299	1306	2188	2188
NR_003287.4_RNA28SN5_1531	NNUNN	Psi	1343	1347	2210	2210
NR_003287.4_RNA28SN5_1536	NNUNN	Psi	666	1423	2356	2358
NR_003287.4_RNA28SN5_1538	NNUNN	Psi	1434	1440	2347	2347
NR_003287.4_RNA28SN5_1542	NNUNN	Psi	1328	1331	2205	2207
NR_003287.4_RNA28SN5_1567	NNUNN	Psi	2271	2300	6651	6651
NR_003287.4_RNA28SN5_1569	NNUNN	Psi	2239	2242	6631	6639
NR_003287.4_RNA28SN5_157	NNUNN	Psi	28612	28629	24364	24375
NR_003287.4_RNA28SN5_1572	NNUNN	Psi	2355	2358	6736	6736
NR_003287.4_RNA28SN5_1578	NNUNN	Psi	2035	2303	4853	5593
NR_003287.4_RNA28SN5_1582	NNUNN	Psi	537	1660	2212	2971
NR_003287.4_RNA28SN5_1588	NNUNN	Psi	1806	1814	2676	2677
NR_003287.4_RNA28SN5_1591	NNUNN	Psi	1918	1924	2783	2784
NR_003287.4_RNA28SN5_1596	NNUNN	Psi	1882	1889	2910	2911
NR_003287.4_RNA28SN5_1602	NNUNN	Psi	1892	1896	3015	3015
NR_003287.4_RNA28SN5_1606	NNUNN	Psi	1834	1835	2878	2878
NR_003287.4_RNA28SN5_1609	NNUNN	Psi	1823	1834	2800	2800
NR_003287.4_RNA28SN5_1616	NNUNN	Psi	1548	1553	2618	2620
NR_003287.4_RNA28SN5_1620	NNUNN	Psi	1620	1624	2752	2756
NR_003287.4_RNA28SN5_1622	NNUNN	Psi	1681	1698	2918	2919
NR_003287.4_RNA28SN5_1636	NNUNN	Psi	2098	2099	3573	3576
NR_003287.4_RNA28SN5_1639	NNUNN	Psi	2405	2411	4002	4002
NR_003287.4_RNA28SN5_1647	NNUNN	Psi	2812	2816	4134	4134
NR_003287.4_RNA28SN5_1649	NNUNN	Psi	2857	2862	4235	4239
NR_003287.4_RNA28SN5_1652	NNUNN	Psi	3091	3111	4415	4416
NR_003287.4_RNA28SN5_1656	NNUNN	Psi	3043	3063	4428	4428
NR_003287.4_RNA28SN5_1659	NNUNN	Psi	3258	3274	4477	4477
NR_003287.4_RNA28SN5_1660	NNUNN	Psi	3171	3315	4426	4428
NR_003287.4_RNA28SN5_1664	NNUNN	Psi	2933	2956	3591	3594
NR_003287.4_RNA28SN5_1671	NNUNN	Psi	3235	3236	4354	4355
NR_003287.4_RNA28SN5_1672	NNUNN	Psi	3215	3236	4314	4314
NR_003287.4_RNA28SN5_1673	NNUNN	Psi	3177	3234	4244	4244
NR_003287.4_RNA28SN5_1677	NNUNN	Psi	524	2837	4091	4094
NR_003287.4_RNA28SN5_1683	NNUNN	Psi	427	2802	3750	3750
NR_003287.4_RNA28SN5_1687	NNUNN	Psi	2627	2694	3132	3133
NR_003287.4_RNA28SN5_1693	NNUNN	Psi	2576	2607	2906	2906
NR_003287.4_RNA28SN5_1695	NNUNN	Psi	2786	2793	3113	3113
NR_003287.4_RNA28SN5_171	NNUNN	Psi	49834	50223	56505	56544
NR_003287.4_RNA28SN5_1725	NNUNN	Psi	2380	2381	3398	3400
NR_003287.4_RNA28SN5_1726	NNUNN	Psi	2327	2328	3440	3440
NR_003287.4_RNA28SN5_1727	NNUNN	Psi	2291	2300	3438	3438
NR_003287.4_RNA28SN5_1728	NNUNN	Psi	2274	2321	3470	3470
NR_003287.4_RNA28SN5_1730	NNUNN	Psi	2368	2415	3558	3558
NR_003287.4_RNA28SN5_1735	NNUNN	Psi	1831	1832	3040	3040
NR_003287.4_RNA28SN5_1744	NNUNN	Psi	235	1517	3350	3352
NR_003287.4_RNA28SN5_1747	NNUNN	Psi	1580	1590	3317	3318
NR_003287.4_RNA28SN5_1748	NNUNN	Psi	1575	1579	3337	3338
NR_003287.4_RNA28SN5_1754	NNUNN	Psi	1590	1718	2482	3315
NR_003287.4_RNA28SN5_1756	NNUNN	Psi	1802	1813	3436	3437
NR_003287.4_RNA28SN5_1757	NNUNN	Psi	1719	1724	3384	3386
NR_003287.4_RNA28SN5_1771	NNUNN	Psi	1998	2083	3566	3911
NR_003287.4_RNA28SN5_1773	NNUNN	Psi	2100	2114	4170	4170
NR_003287.4_RNA28SN5_1779	NNUNN	Psi	1032	1383	4289	4289
NR_003287.4_RNA28SN5_1781	NNUNN	Psi	320	1915	4295	4298
NR_003287.4_RNA28SN5_1782	NNUNN	Psi	347	1934	4301	4303
NR_003287.4_RNA28SN5_1784	NNUNN	Psi	2262	2266	4322	4324
NR_003287.4_RNA28SN5_1790	NNUNN	Psi	2275	2289	4336	4338
NR_003287.4_RNA28SN5_1791	NNUNN	Psi	2178	2180	4210	4212
NR_003287.4_RNA28SN5_1792	NNUNN	Psi	348	2106	4156	4156
NR_003287.4_RNA28SN5_1796	NNUNN	Psi	2220	2277	4097	4097
NR_003287.4_RNA28SN5_1800	NNUNN	Psi	2274	2298	3690	3690
NR_003287.4_RNA28SN5_1813	NNUNN	Psi	1880	1899	2494	2494
NR_003287.4_RNA28SN5_1817	NNUNN	Psi	1574	1596	2057	2058
NR_003287.4_RNA28SN5_1822	NNUNN	Psi	1122	1122	1442	1442
NR_003287.4_RNA28SN5_1834	NNUNN	Psi	965	968	1187	1187
NR_003287.4_RNA28SN5_1839	NNUNN	Psi	868	869	1214	1214
NR_003287.4_RNA28SN5_184	NNUNN	Psi	62802	63293	67171	67177
NR_003287.4_RNA28SN5_1845	NNUNN	Psi	861	861	1206	1209
NR_003287.4_RNA28SN5_1849	NNUNN	Psi	975	976	1844	1848
NR_003287.4_RNA28SN5_1852	NNUNN	Psi	912	912	1979	1979
NR_003287.4_RNA28SN5_1860	NNUNN	Psi	219	1115	2884	2887
NR_003287.4_RNA28SN5_1861	NNUNN	Psi	1129	1130	2961	2961
NR_003287.4_RNA28SN5_1862	NNUNN	Psi	258	1143	3056	3056
NR_003287.4_RNA28SN5_1863	NNUNN	Psi	1372	1373	3109	3109
NR_003287.4_RNA28SN5_1866	NNUNN	Psi	1632	1636	3457	3458
NR_003287.4_RNA28SN5_187	NNUNN	Psi	60901	60932	64898	64905
NR_003287.4_RNA28SN5_1876	NNUNN	Psi	1810	1821	4025	4026
NR_003287.4_RNA28SN5_1882	NNUNN	Psi	1883	1894	3769	3771
NR_003287.4_RNA28SN5_1889	NNUNN	Psi	1677	1682	3225	3225
NR_003287.4_RNA28SN5_1905	NNUNN	Psi	1565	1571	2428	2428
NR_003287.4_RNA28SN5_1906	NNUNN	Psi	1551	1555	2383	2383
NR_003287.4_RNA28SN5_1918	NNUNN	Psi	1686	1691	2332	2332
NR_003287.4_RNA28SN5_1927	NNUNN	Psi	1862	1880	2964	2964
NR_003287.4_RNA28SN5_1930	NNUNN	Psi	1957	1970	2978	2979
NR_003287.4_RNA28SN5_1947	NNUNN	Psi	1806	1808	3553	3554
NR_003287.4_RNA28SN5_1949	NNUNN	Psi	1790	1790	3672	3672
NR_003287.4_RNA28SN5_1950	NNUNN	Psi	1729	1732	3538	3540
NR_003287.4_RNA28SN5_1953	NNUNN	Psi	1765	1770	3561	3562
NR_003287.4_RNA28SN5_1954	NNUNN	Psi	1735	1739	3501	3501
NR_003287.4_RNA28SN5_1957	NNUNN	Psi	1728	1742	3397	3397
NR_003287.4_RNA28SN5_1959	NNUNN	Psi	1669	1770	3246	3456
NR_003287.4_RNA28SN5_1974	NNUNN	Psi	1991	1996	2960	2960
NR_003287.4_RNA28SN5_1980	NNUNN	Psi	2055	2066	3060	3063
NR_003287.4_RNA28SN5_1986	NNUNN	Psi	2351	2361	3287	3287
NR_003287.4_RNA28SN5_1992	NNUNN	Psi	2575	2602	3425	3428
NR_003287.4_RNA28SN5_1997	NNUNN	Psi	2430	2433	3233	3235
NR_003287.4_RNA28SN5_20	NNUNN	Psi	861	866	1412	1412
NR_003287.4_RNA28SN5_200	NNUNN	Psi	51158	52346	49001	49019
NR_003287.4_RNA28SN5_2004	NNUNN	Psi	2354	2359	3248	3249
NR_003287.4_RNA28SN5_2006	NNUNN	Psi	2402	2411	3236	3239
NR_003287.4_RNA28SN5_2008	NNUNN	Psi	2393	2406	3179	3179
NR_003287.4_RNA28SN5_2015	NNUNN	Psi	2606	2682	3355	3355
NR_003287.4_RNA28SN5_2020	NNUNN	Psi	2668	2672	3410	3412
NR_003287.4_RNA28SN5_2027	NNUNN	Psi	2596	2609	3337	3337
NR_003287.4_RNA28SN5_203	NNUNN	Psi	36392	36458	36082	36091
NR_003287.4_RNA28SN5_2032	NNUNN	Psi	2367	2400	3165	3165
NR_003287.4_RNA28SN5_2038	NNUNN	Psi	2023	2033	2699	2700
NR_003287.4_RNA28SN5_204	NNUNN	Psi	28784	29092	28663	28697
NR_003287.4_RNA28SN5_2044	NNUNN	Psi	1823	1828	2537	2537
NR_003287.4_RNA28SN5_2048	NNUNN	Psi	1754	1756	2437	2437
NR_003287.4_RNA28SN5_2054	NNUNN	Psi	1465	1481	2057	2058
NR_003287.4_RNA28SN5_206	NNUNN	Psi	25462	25550	25034	25041
NR_003287.4_RNA28SN5_2061	NNUNN	Psi	1441	1444	1905	1905
NR_003287.4_RNA28SN5_2070	NNUNN	Psi	1868	1871	2476	2476
NR_003287.4_RNA28SN5_2080	NNUNN	Psi	2043	2050	2734	2735
NR_003287.4_RNA28SN5_209	NNUNN	Psi	9339	9367	8719	8738
NR_003287.4_RNA28SN5_2090	NNUNN	Psi	2076	2082	2797	2797
NR_003287.4_RNA28SN5_2097	NNUNN	Psi	1759	1761	2309	2311
NR_003287.4_RNA28SN5_2135	NNUNN	Psi	2141	2153	2347	2348
NR_003287.4_RNA28SN5_2137	NNUNN	Psi	2341	2348	2424	2424
NR_003287.4_RNA28SN5_2140	NNUNN	Psi	2802	2850	2697	2698
NR_003287.4_RNA28SN5_2142	NNUNN	Psi	3113	3122	2819	2820
NR_003287.4_RNA28SN5_2146	NNUNN	Psi	3838	3850	2949	2950
NR_003287.4_RNA28SN5_2178	NNUNN	Psi	65734	65812	48308	48338
NR_003287.4_RNA28SN5_2180	NNUNN	Psi	66562	66647	48749	48767
NR_003287.4_RNA28SN5_2185	NNUNN	Psi	88904	89491	71256	71302
NR_003287.4_RNA28SN5_2188	NNUNN	Psi	67346	68989	48079	48496
NR_003287.4_RNA28SN5_2189	NNUNN	Psi	70590	72719	48317	49842
NR_003287.4_RNA28SN5_2212	NNUNN	Psi	71557	71929	37488	37581
NR_003287.4_RNA28SN5_2215	NNUNN	Psi	60689	61197	27054	27284
NR_003287.4_RNA28SN5_2220	NNUNN	Psi	46761	47008	18935	18996
NR_003287.4_RNA28SN5_2223	NNUNN	Psi	46144	46662	21152	21285
NR_003287.4_RNA28SN5_224	NNUNN	Psi	2233	2241	2014	2016
NR_003287.4_RNA28SN5_2240	NNUNN	Psi	47064	47269	36826	36846
NR_003287.4_RNA28SN5_2267	NNUNN	Psi	10177	10261	6054	6087
NR_003287.4_RNA28SN5_2281	NNUNN	Psi	2160	2166	1542	1542
NR_003287.4_RNA28SN5_2293	NNUNN	Psi	6181	6220	11928	11928
NR_003287.4_RNA28SN5_2298	NNUNN	Psi	6353	6363	11988	11989
NR_003287.4_RNA28SN5_2304	NNUNN	Psi	6558	6562	11957	11957
NR_003287.4_RNA28SN5_2305	NNUNN	Psi	6535	6548	11939	11939
NR_003287.4_RNA28SN5_231	NNUNN	Psi	1615	1618	1611	1612
NR_003287.4_RNA28SN5_2312	NNUNN	Psi	2030	2031	1883	1884
NR_003287.4_RNA28SN5_2329	NNUNN	Psi	1780	1782	1607	1608
NR_003287.4_RNA28SN5_233	NNUNN	Psi	1571	1577	1622	1624
NR_003287.4_RNA28SN5_2344	NNUNN	Psi	1575	1576	1917	1918
NR_003287.4_RNA28SN5_2350	NNUNN	Psi	801	802	1964	1965
NR_003287.4_RNA28SN5_2352	NNUNN	Psi	826	826	2108	2108
NR_003287.4_RNA28SN5_2353	NNUNN	Psi	791	791	2120	2120
NR_003287.4_RNA28SN5_2356	NNUNN	Psi	910	911	2368	2368
NR_003287.4_RNA28SN5_2359	NNUNN	Psi	1026	1027	2671	2671
NR_003287.4_RNA28SN5_2362	NNUNN	Psi	1093	1102	2879	2879
NR_003287.4_RNA28SN5_2369	NNUNN	Psi	1069	1074	2784	2787
NR_003287.4_RNA28SN5_2371	NNUNN	Psi	777	1043	1792	2632
NR_003287.4_RNA28SN5_2372	NNUNN	Psi	1047	1050	2665	2665
NR_003287.4_RNA28SN5_2384	NNUNN	Psi	789	792	2242	2250
NR_003287.4_RNA28SN5_2385	NNUNN	Psi	688	731	2106	2106
NR_003287.4_RNA28SN5_2386	NNUNN	Psi	713	714	2080	2080
NR_003287.4_RNA28SN5_2398	NNUNN	Psi	784	785	2347	2347
NR_003287.4_RNA28SN5_2408	NNUNN	Psi	1445	1448	3901	3901
NR_003287.4_RNA28SN5_2409	NNUNN	Psi	1497	1522	3914	3914
NR_003287.4_RNA28SN5_2413	NNUNN	Psi	1674	1683	4056	4058
NR_003287.4_RNA28SN5_2415	NNUNN	Psi	1789	1801	4165	4167
NR_003287.4_RNA28SN5_242	NNUNN	Psi	7231	7239	9065	9072
NR_003287.4_RNA28SN5_2425	NNUNN	Psi	2003	2007	3868	3869
NR_003287.4_RNA28SN5_2426	NNUNN	Psi	1995	2001	3826	3827
NR_003287.4_RNA28SN5_2432	NNUNN	Psi	1721	1818	2545	2947
NR_003287.4_RNA28SN5_2436	NNUNN	Psi	1934	1935	2948	2948
NR_003287.4_RNA28SN5_2440	NNUNN	Psi	1937	1944	2882	2882
NR_003287.4_RNA28SN5_2444	NNUNN	Psi	1828	1846	2690	2691
NR_003287.4_RNA28SN5_2447	NNUNN	Psi	1731	1737	2510	2513
NR_003287.4_RNA28SN5_2454	NNUNN	Psi	1052	1052	1615	1618
NR_003287.4_RNA28SN5_2467	NNUNN	Psi	990	991	1626	1627
NR_003287.4_RNA28SN5_2468	NNUNN	Psi	994	1006	1634	1635
NR_003287.4_RNA28SN5_2485	NNUNN	Psi	1408	1409	1752	1752
NR_003287.4_RNA28SN5_2490	NNUNN	Psi	2091	2105	3267	3267
NR_003287.4_RNA28SN5_2494	NNUNN	Psi	2358	2364	3596	3598
NR_003287.4_RNA28SN5_2495	NNUNN	Psi	2397	2406	3610	3611
NR_003287.4_RNA28SN5_2500	NNUNN	Psi	2640	2660	4087	4087
NR_003287.4_RNA28SN5_2508	NNUNN	Psi	1083	2837	4584	4585
NR_003287.4_RNA28SN5_2519	NNUNN	Psi	3194	3217	4677	4680
NR_003287.4_RNA28SN5_2524	NNUNN	Psi	3412	3422	4462	4462
NR_003287.4_RNA28SN5_2525	NNUNN	Psi	3405	3418	4313	4313
NR_003287.4_RNA28SN5_2530	NNUNN	Psi	3669	3846	4167	4167
NR_003287.4_RNA28SN5_2538	NNUNN	Psi	3934	3964	4233	4233
NR_003287.4_RNA28SN5_2545	NNUNN	Psi	3599	3609	3930	3935
NR_003287.4_RNA28SN5_2554	NNUNN	Psi	2861	2864	3248	3252
NR_003287.4_RNA28SN5_2570	NNUNN	Psi	2028	2038	2308	2314
NR_003287.4_RNA28SN5_2575	NNUNN	Psi	2066	2072	2303	2307
NR_003287.4_RNA28SN5_2580	NNUNN	Psi	2056	2061	2305	2305
NR_003287.4_RNA28SN5_2592	NNUNN	Psi	1943	2040	2409	2409
NR_003287.4_RNA28SN5_2625	NNUNN	Psi	2853	2924	6710	6711
NR_003287.4_RNA28SN5_2626	NNUNN	Psi	3298	3303	7828	7829
NR_003287.4_RNA28SN5_2628	NNUNN	Psi	3461	3472	8137	8140
NR_003287.4_RNA28SN5_2630	NNUNN	Psi	3397	3406	8620	8624
NR_003287.4_RNA28SN5_2631	NNUNN	Psi	3366	3368	8688	8693
NR_003287.4_RNA28SN5_2632	NNUNN	Psi	831	3347	8758	8760
NR_003287.4_RNA28SN5_2633	NNUNN	Psi	3725	3726	8837	8840
NR_003287.4_RNA28SN5_2635	NNUNN	Psi	4091	4097	9229	9231
NR_003287.4_RNA28SN5_2636	NNUNN	Psi	4122	4157	9266	9268
NR_003287.4_RNA28SN5_2637	NNUNN	Psi	4192	4201	9312	9312
NR_003287.4_RNA28SN5_2639	NNUNN	Psi	4540	4556	9496	9500
NR_003287.4_RNA28SN5_2656	NNUNN	Psi	5221	5235	5787	5789
